timestamp,ekf_x,ekf_y,ekf_z,ekf_vx,ekf_vy,ekf_vz,ekf_roll,ekf_pitch,ekf_yaw
25.800000,42.567085,-38.747063,0.190796,-9.199099,6.466055,-0.151438,-0.452330,-0.599570,-2.579674
25.900000,41.610218,-38.049847,0.154765,-9.203427,6.750658,-0.034362,-0.462362,-0.616697,-2.570400
26.000000,40.666431,-37.353873,0.158347,-9.365830,6.873772,-0.149709,-0.471827,-0.636024,-2.581161
26.100000,39.683477,-36.635357,0.125568,-9.323927,7.044900,-0.093442,-0.480823,-0.653164,-2.580252
26.200000,38.708596,-35.902640,0.132287,-9.359331,7.235316,-0.058468,-0.490240,-0.672717,-2.578561
26.300000,37.771463,-35.153044,0.135683,-9.399442,7.335323,-0.156299,-0.499003,-0.690896,-2.584281
26.400000,36.785587,-34.361673,0.093081,-9.364720,7.529304,-0.131291,-0.507467,-0.709226,-2.578192
26.500000,35.791390,-33.589422,0.081775,-9.367301,7.688277,-0.116526,-0.516168,-0.728748,-2.575759
26.600000,34.821613,-32.805172,0.088084,-9.487961,7.744793,-0.191350,-0.525600,-0.750218,-2.585680
26.700000,33.805756,-32.008673,0.074936,-9.471273,7.953777,-0.190962,-0.533982,-0.769499,-2.576244
26.800000,32.819277,-31.183721,0.065576,-9.415136,8.062456,-0.231219,-0.541959,-0.788757,-2.575497
26.900000,31.833304,-30.357103,0.050213,-9.581623,8.261735,-0.220459,-0.551622,-0.813078,-2.570961
27.000000,30.836723,-29.505336,0.025389,-9.512346,8.436530,-0.223066,-0.559288,-0.833165,-2.561799
27.100000,29.848265,-28.605060,0.012577,-9.511806,8.566552,-0.229444,-0.567512,-0.855113,-2.558064
27.200000,28.837701,-27.759949,0.007589,-9.618916,8.581400,-0.152412,-0.578530,-0.881917,-2.567389
27.300000,27.812503,-26.887610,-0.008675,-9.719895,8.674370,-0.217363,-0.587659,-0.905503,-2.567257
27.400000,26.801073,-26.033317,-0.012162,-9.675848,8.754605,-0.257053,-0.596158,-0.927746,-2.564901
27.500000,25.794893,-25.158858,-0.034010,-9.676671,8.867971,-0.278925,-0.604833,-0.951645,-2.559670
27.600000,24.780591,-24.234040,-0.037504,-9.774598,9.148023,-0.202236,-0.612760,-0.979366,-2.541706
27.700000,23.761923,-23.320833,-0.029287,-9.742408,9.166475,-0.241438,-0.621406,-1.003163,-2.543320
27.800000,22.747159,-22.388235,-0.034316,-9.719359,9.133620,-0.221477,-0.631138,-1.029244,-2.548692
27.900000,21.759090,-21.442016,-0.059621,-9.737182,9.330799,-0.247564,-0.637755,-1.055836,-2.533418
28.000000,20.747008,-20.492341,-0.076977,-9.775382,9.441916,-0.267270,-0.644959,-1.082172,-2.525693
28.100000,19.723391,-19.522919,-0.060893,-9.869471,9.521684,-0.304664,-0.653064,-1.109407,-2.520327
28.200000,18.705835,-18.530937,-0.049381,-9.658246,9.733518,-0.335694,-0.657350,-1.134146,-2.500509
28.300000,17.666646,-17.560116,-0.076919,-9.720679,9.700335,-0.243024,-0.666733,-1.165217,-2.502607
28.400000,16.635957,-16.585485,-0.054765,-9.948829,9.796926,-0.195874,-0.673927,-1.196929,-2.494296
28.500000,15.613567,-15.605460,-0.060182,-9.926600,9.824852,-0.339783,-0.680158,-1.221753,-2.489040
28.600000,14.579213,-14.615624,-0.057464,-9.984653,9.969856,-0.358733,-0.685119,-1.250485,-2.475108
28.700000,13.517769,-13.612796,-0.061343,-9.951412,10.049559,-0.350568,-0.690784,-1.279600,-2.465229
28.800000,12.500922,-12.589245,-0.080387,-9.861754,10.018502,-0.441296,-0.697519,-1.305842,-2.462215
28.900000,11.434597,-11.598152,-0.084576,-9.889521,10.088551,-0.373370,-0.702803,-1.337871,-2.451566
29.000000,10.375015,-10.583227,-0.062700,-9.964080,10.168912,-0.370339,-0.707595,-1.368469,-2.440202
29.100000,9.357269,-9.555245,-0.051890,-9.857259,10.220565,-0.481588,-0.711438,-1.395379,-2.429895
29.200000,8.311674,-8.508301,-0.054283,-9.806575,10.288714,-0.377687,-0.715519,-1.428629,-2.417607
29.300000,7.281737,-7.461863,-0.042272,-9.893938,10.381213,-0.384286,-0.718637,-1.459704,-2.404264
29.400000,6.260690,-6.416143,-0.019102,-9.843157,10.201557,-0.320508,-0.727052,-1.491702,-2.406600
29.500000,5.228059,-5.377481,-0.018929,-9.944933,10.257137,-0.489680,-0.730053,-1.518862,-2.395085
29.600000,4.206997,-4.312365,-0.014020,-9.733713,10.434010,-0.533088,-0.730112,-1.548956,-2.375077
29.700000,3.177381,-3.252915,-0.030572,-9.902613,10.484538,-0.553537,-0.732874,-1.580441,-2.362852
29.800000,2.126255,-2.199439,-0.028532,-9.915628,10.563014,-0.525652,-0.734440,-1.612470,-2.348607
29.900000,1.085092,-1.147999,-0.008033,-10.036066,10.549439,-0.504788,-0.737399,-1.644714,-2.338606
30.000000,0.066628,-0.095561,-0.000824,-9.995990,10.482487,-0.614391,-0.741513,-1.673793,-2.331433
30.100000,-0.992250,0.946271,-0.010282,-9.943157,10.393191,-0.539112,-0.746395,-1.707378,-2.324376
30.200000,-2.059616,1.999942,-0.010612,-9.983984,10.366170,-0.523133,-0.750085,-1.739804,-2.314071
30.300000,-3.083926,3.050521,-0.000807,-9.865361,10.473808,-0.494463,-0.750956,-1.773107,-2.297228
30.400000,-4.111205,4.108028,-0.000232,-9.892000,10.488415,-0.456548,-0.753168,-1.805897,-2.284682
30.500000,-5.125715,5.170417,-0.017407,-9.874415,10.585136,-0.598493,-0.753252,-1.834207,-2.268439
30.600000,-6.204417,6.237794,-0.044106,-10.018310,10.451886,-0.643828,-0.759208,-1.864292,-2.262356
30.700000,-7.253982,7.270022,-0.038019,-9.886921,10.341992,-0.673033,-0.764979,-1.895892,-2.254572
30.800000,-8.288593,8.330831,-0.032867,-9.819562,10.363770,-0.591826,-0.768032,-1.929804,-2.240584
30.900000,-9.319863,9.369348,-0.048061,-9.811361,10.381567,-0.687487,-0.770955,-1.959185,-2.227076
31.000000,-10.354091,10.389743,-0.058424,-9.861881,10.242451,-0.685463,-0.777995,-1.990632,-2.219789
31.100000,-11.416482,11.410980,-0.054818,-9.870464,10.210821,-0.697332,-0.782447,-2.022217,-2.207689
31.200000,-12.422794,12.407039,-0.081429,-9.890758,10.097183,-0.762037,-0.789529,-2.051485,-2.198986
31.300000,-13.475545,13.414587,-0.095162,-9.853333,10.078263,-0.670913,-0.794692,-2.085485,-2.185563
31.400000,-14.529589,14.415724,-0.107826,-9.825608,10.198969,-0.615130,-0.797454,-2.118020,-2.166502
31.500000,-15.536080,15.425249,-0.115170,-9.820594,10.114407,-0.699180,-0.805948,-2.147417,-2.155610
31.600000,-16.571731,16.449110,-0.118684,-9.794912,9.975061,-0.708658,-0.816000,-2.177798,-2.146028
31.700000,-17.584072,17.439580,-0.105734,-9.745373,9.910683,-0.727085,-0.824981,-2.208464,-2.133501
31.800000,-18.598875,18.407576,-0.096193,-9.856385,9.677895,-0.701292,-0.838621,-2.238337,-2.126835
31.900000,-19.642833,19.374524,-0.117566,-9.922419,9.630858,-0.690946,-0.848985,-2.268646,-2.113017
32.000000,-20.636995,20.325746,-0.104757,-9.784192,9.512513,-0.685782,-0.861658,-2.300663,-2.100432
32.100000,-21.656945,21.301186,-0.146887,-9.764347,9.456985,-0.790326,-0.873127,-2.328478,-2.086305
32.200000,-22.644780,22.232150,-0.133474,-9.649396,9.219773,-0.709793,-0.891189,-2.361157,-2.076177
32.300000,-23.664673,23.171380,-0.132760,-9.643838,9.069849,-0.701010,-0.907795,-2.391263,-2.064042
32.400000,-24.680676,24.071243,-0.130384,-9.645239,9.003581,-0.681046,-0.923413,-2.421428,-2.048950
32.500000,-25.671816,24.966900,-0.120101,-9.580463,8.941946,-0.642116,-0.939493,-2.452618,-2.032718
32.600000,-26.669754,25.875301,-0.130843,-9.598407,8.869728,-0.795773,-0.954192,-2.478411,-2.017655
32.700000,-27.665753,26.730946,-0.146819,-9.694251,8.760705,-0.817542,-0.971571,-2.506385,-2.003992
32.800000,-28.648493,27.594779,-0.125737,-9.542629,8.585598,-0.706986,-0.991929,-2.539672,-1.988703
32.900000,-29.637969,28.451062,-0.136431,-9.491569,8.481793,-0.720603,-1.010767,-2.569334,-1.972073
33.000000,-30.603071,29.294394,-0.150554,-9.528304,8.286697,-0.686710,-1.032751,-2.599329,-1.958324
33.100000,-31.594931,30.141741,-0.161778,-9.478702,8.149845,-0.765743,-1.052509,-2.627613,-1.942347
33.200000,-32.602210,30.962958,-0.166064,-9.460527,8.192354,-0.720187,-1.071899,-2.658710,-1.920362
33.300000,-33.567349,31.761540,-0.184481,-9.419282,7.971980,-0.740433,-1.094222,-2.688197,-1.905166
33.400000,-34.544081,32.602781,-0.180682,-9.312237,7.896324,-0.805576,-1.114843,-2.717698,-1.885609
33.500000,-35.514187,33.380067,-0.177563,-9.275536,7.701236,-0.679233,-1.138973,-2.751151,-1.869124
33.600000,-36.488203,34.126140,-0.171920,-9.287728,7.609187,-0.595008,-1.160341,-2.783519,-1.850127
33.700000,-37.439071,34.861953,-0.191673,-9.156106,7.350051,-0.673510,-1.179996,-2.812902,-1.834774
33.800000,-38.425722,35.604742,-0.183558,-9.080774,7.233988,-0.626000,-1.199999,-2.845465,-1.814922
33.900000,-39.390547,36.332659,-0.193793,-9.155115,7.136546,-0.577189,-1.219546,-2.877736,-1.795915
34.000000,-40.329431,37.068496,-0.228950,-9.078067,7.000402,-0.592139,-1.238198,-2.909007,-1.776489
34.100000,-41.284210,37.740158,-0.218085,-9.159964,6.826722,-0.689334,-1.253953,-2.938641,-1.760263
34.200000,-42.218001,38.411105,-0.222943,-8.999098,6.547401,-0.658226,-1.271075,-2.972169,-1.743642
34.300000,-43.172240,39.085694,-0.226084,-8.919135,6.439688,-0.649440,-1.286370,-3.004912,-1.722932
34.400000,-44.111235,39.740331,-0.221478,-8.899846,6.337237,-0.603690,-1.300749,-3.039434,-1.702383
34.500000,-45.042934,40.369765,-0.235509,-8.810633,6.145502,-0.613819,-1.312562,-3.073497,-1.683714
34.600000,-45.942111,40.961319,-0.241452,-8.746675,5.884459,-0.636097,-1.321606,-3.107385,-1.667560
34.700000,-46.871802,41.544102,-0.229529,-8.732110,5.810880,-0.563005,-1.332675,-3.143170,-1.644765
34.800000,-47.775107,42.119412,-0.219011,-8.661541,5.733313,-0.456702,-1.342030,-3.180246,-1.621746
34.900000,-48.678457,42.691298,-0.211880,-8.661996,5.456408,-0.413981,-1.346105,-3.217524,-1.605665
35.000000,-49.583446,43.211163,-0.191223,-8.633070,5.253839,-0.366566,-1.348875,-3.255333,-1.586804
35.100000,-50.491394,43.682050,-0.208035,-8.558065,4.932710,-0.501351,-1.347053,-3.288976,-1.571841
35.200000,-51.383312,44.194941,-0.197561,-8.507307,4.766916,-0.405965,-1.346946,-3.328191,-1.550426
35.300000,-52.297001,44.644852,-0.208937,-8.500479,4.591474,-0.524464,-1.345407,-3.362749,-1.529940
35.400000,-53.194331,45.094967,-0.209962,-8.345472,4.486584,-0.366166,-1.342575,-3.404693,-1.505327
35.500000,-54.047821,45.537233,-0.205190,-8.231925,4.279868,-0.414782,-1.334493,-3.441475,-1.485159
35.600000,-54.909862,45.982098,-0.214146,-8.195822,4.113267,-0.447571,-1.325868,-3.479461,-1.462670
35.700000,-55.765138,46.385126,-0.218798,-8.113576,3.974772,-0.393299,-1.315506,-3.520075,-1.438154
35.800000,-56.644437,46.810780,-0.192338,-8.117993,3.926366,-0.324688,-1.305158,-3.560542,-1.410551
35.900000,-57.500985,47.140583,-0.186295,-8.079616,3.610760,-0.454413,-1.289688,-3.596651,-1.391289
36.000000,-58.333421,47.470591,-0.173210,-8.034307,3.266834,-0.449776,-1.269720,-3.636660,-1.371812
36.100000,-59.185372,47.748908,-0.159897,-7.802552,3.048699,-0.516262,-1.253319,-3.673963,-1.348254
36.200000,-60.022753,48.041177,-0.169681,-7.889994,2.974813,-0.483283,-1.236277,-3.715040,-1.318320
36.300000,-60.854686,48.343394,-0.231304,-7.795030,2.815863,-0.544716,-1.218434,-3.753130,-1.291196
36.400000,-61.662785,48.582446,-0.219415,-7.746868,2.628513,-0.468558,-1.196303,-3.794654,-1.263359
36.500000,-62.486362,48.848268,-0.224814,-7.728745,2.375173,-0.492513,-1.172786,-3.833734,-1.237649
36.600000,-63.292054,49.049335,-0.211375,-7.599035,2.090332,-0.493917,-1.147807,-3.873250,-1.211959
36.700000,-64.088982,49.241130,-0.216687,-7.463121,1.938597,-0.487803,-1.124013,-3.912433,-1.181807
36.800000,-64.907661,49.418519,-0.193343,-7.476350,1.769630,-0.477846,-1.098452,-3.951997,-1.150438
36.900000,-65.725510,49.556648,-0.207740,-7.483228,1.524895,-0.359007,-1.068382,-3.994751,-1.120390
37.000000,-66.503749,49.672599,-0.199351,-7.387710,1.267889,-0.393733,-1.042197,-4.032501,-1.091024
37.100000,-67.301395,49.769286,-0.219670,-7.446675,1.144989,-0.565668,-1.019969,-4.066816,-1.056323
37.200000,-68.066185,49.838593,-0.238872,-7.328615,0.968878,-0.639029,-0.993490,-4.102928,-1.023569
37.300000,-68.833334,49.916124,-0.224734,-7.119606,0.801067,-0.587893,-0.962945,-4.141905,-0.990241
37.400000,-69.590313,49.951525,-0.235141,-7.006311,0.444922,-0.530489,-0.932074,-4.180772,-0.960401
37.500000,-70.333691,49.973029,-0.229414,-7.041724,0.247663,-0.527145,-0.903702,-4.218191,-0.924584
37.600000,-71.071746,49.935684,-0.218001,-6.829656,0.129908,-0.528141,-0.874493,-4.255174,-0.888891
37.700000,-71.804129,49.918560,-0.225866,-6.765576,-0.049239,-0.424666,-0.841233,-4.294217,-0.852245
37.800000,-72.534025,49.872781,-0.231235,-6.707150,-0.355316,-0.521016,-0.813106,-4.328399,-0.819291
37.900000,-73.232993,49.821747,-0.209996,-6.618888,-0.453215,-0.571944,-0.785120,-4.363440,-0.779682
38.000000,-73.951051,49.741226,-0.195820,-6.522199,-0.708254,-0.458194,-0.749835,-4.401182,-0.743847
38.100000,-74.669820,49.610984,-0.232734,-6.619311,-0.958171,-0.598837,-0.723957,-4.433356,-0.705676
38.200000,-75.343018,49.472575,-0.209249,-6.471743,-1.280033,-0.470525,-0.688984,-4.470978,-0.671582
38.300000,-76.024296,49.348011,-0.204799,-6.367917,-1.284983,-0.464407,-0.659007,-4.506038,-0.628707
38.400000,-76.702427,49.157103,-0.212458,-6.296984,-1.589457,-0.538225,-0.629946,-4.538411,-0.593577
38.500000,-77.410525,48.951158,-0.239640,-6.236506,-1.759967,-0.540708,-0.599084,-4.572168,-0.554546
38.600000,-78.069146,48.723250,-0.238771,-6.051396,-2.094027,-0.542545,-0.568311,-4.605239,-0.520932
38.700000,-78.702616,48.494925,-0.233974,-5.906368,-2.170192,-0.576651,-0.539143,-4.637142,-0.480990
38.800000,-79.318996,48.212106,-0.244250,-5.902978,-2.421845,-0.597366,-0.507708,-4.669707,-0.442866
38.900000,-79.960689,47.920014,-0.262375,-5.881765,-2.624547,-0.539650,-0.474651,-4.703199,-0.404116
39.000000,-80.585307,47.600188,-0.256091,-5.751773,-2.924870,-0.493561,-0.441956,-4.736113,-0.369568
39.100000,-81.204211,47.239351,-0.247872,-5.748737,-3.226044,-0.387952,-0.407772,-4.769762,-0.333498
39.200000,-81.820685,46.909050,-0.243008,-5.642864,-3.390312,-0.411031,-0.378740,-4.800394,-0.296246
39.300000,-82.427516,46.508534,-0.264077,-5.712730,-3.619318,-0.390082,-0.347802,-4.832312,-0.258228
39.400000,-83.020491,46.101371,-0.256827,-5.512718,-3.682458,-0.382618,-0.318681,-4.862870,-0.220469
39.500000,-83.590580,45.706394,-0.260869,-5.343736,-3.951550,-0.456894,-0.289069,-4.891209,-0.187758
39.600000,-84.146332,45.283511,-0.241838,-5.213495,-4.124502,-0.463305,-0.260752,-4.921037,-0.152521
39.700000,-84.705835,44.809026,-0.246354,-5.171173,-4.385317,-0.420991,-0.229170,-4.951828,-0.118659
39.800000,-85.248916,44.356753,-0.220304,-5.056234,-4.549577,-0.352525,-0.199009,-4.982454,-0.084152
39.900000,-85.755998,43.840426,-0.207580,-5.008118,-4.787307,-0.295236,-0.166815,-5.011978,-0.051031
40.000000,-86.281941,43.349696,-0.185518,-4.887028,-4.966489,-0.320381,-0.137823,-5.039678,-0.018092
40.100000,-86.814175,42.837345,-0.195005,-4.859207,-4.979934,-0.321951,-0.112916,-5.069185,0.019114
40.200000,-87.324671,42.295252,-0.201931,-4.677915,-5.299447,-0.274683,-0.078959,-5.096118,0.046983
40.300000,-87.855978,41.741077,-0.174919,-4.631338,-5.453987,-0.162163,-0.048917,-5.125509,0.080071
40.400000,-88.311623,41.143137,-0.175107,-4.416479,-5.598593,-0.278993,-0.024314,-5.149357,0.109799
40.500000,-88.779226,40.518589,-0.176265,-4.433699,-5.897216,-0.378055,0.003918,-5.175553,0.139145
40.600000,-89.214756,39.921267,-0.158919,-4.253096,-6.109688,-0.373605,0.032537,-5.200387,0.167210
40.700000,-89.657808,39.287565,-0.164020,-4.176056,-6.122814,-0.294504,0.055604,-5.228224,0.199770
40.800000,-90.135637,38.637411,-0.181732,-4.239633,-6.356923,-0.271158,0.084434,-5.255747,0.229627
40.900000,-90.556377,37.983101,-0.191700,-4.033362,-6.497094,-0.297568,0.108056,-5.279494,0.257232
41.000000,-90.985834,37.296354,-0.207809,-3.961746,-6.685219,-0.252108,0.132887,-5.305751,0.285082
41.100000,-91.409959,36.575572,-0.229161,-3.905736,-6.894229,-0.306649,0.156129,-5.330311,0.312172
41.200000,-91.817897,35.850885,-0.242907,-3.786000,-7.081603,-0.266805,0.181076,-5.355283,0.338503
41.300000,-92.223949,35.116162,-0.223035,-3.712597,-7.203475,-0.302845,0.200903,-5.379664,0.365802
41.400000,-92.621656,34.376996,-0.236629,-3.598603,-7.338084,-0.273380,0.220375,-5.404915,0.392006
41.500000,-92.974317,33.637323,-0.194612,-3.475915,-7.534375,-0.168429,0.242176,-5.429384,0.417007
41.600000,-93.361876,32.865489,-0.200866,-3.477394,-7.745362,-0.212761,0.262202,-5.453888,0.442011
41.700000,-93.749550,32.063503,-0.219692,-3.356744,-7.889701,-0.232700,0.279795,-5.477066,0.466840
41.800000,-94.088591,31.246417,-0.227644,-3.287608,-8.041584,-0.250389,0.296689,-5.501132,0.491241
41.900000,-94.439604,30.398752,-0.215000,-3.244095,-8.202785,-0.161652,0.314497,-5.526372,0.515315
42.000000,-94.752530,29.585710,-0.205221,-3.080409,-8.237190,-0.186099,0.325874,-5.548406,0.539123
42.100000,-95.062779,28.738037,-0.207404,-2.994577,-8.345437,-0.262780,0.338579,-5.570988,0.562471
42.200000,-95.397240,27.881859,-0.205855,-2.877898,-8.596760,-0.267261,0.358009,-5.591627,0.584701
42.300000,-95.697449,27.016373,-0.198508,-2.814879,-8.695424,-0.304853,0.369988,-5.614450,0.607540
42.400000,-95.974547,26.105139,-0.193215,-2.595663,-8.849790,-0.306973,0.384974,-5.634054,0.628740
42.500000,-96.256439,25.202964,-0.196363,-2.558440,-8.909712,-0.130415,0.394800,-5.660418,0.651195
42.600000,-96.553818,24.268947,-0.174798,-2.472084,-9.137716,-0.136612,0.409825,-5.681587,0.672339
42.700000,-96.819848,23.345216,-0.190350,-2.390075,-9.105012,-0.179585,0.412544,-5.704509,0.693883
42.800000,-97.078203,22.384292,-0.209885,-2.253416,-9.271342,-0.288399,0.423684,-5.724075,0.714301
42.900000,-97.325227,21.420069,-0.235999,-2.054834,-9.423718,-0.114264,0.435437,-5.743925,0.734408
43.000000,-97.595530,20.494015,-0.219704,-2.073170,-9.485840,-0.143441,0.440145,-5.768187,0.754546
43.100000,-97.829754,19.536192,-0.176823,-1.999974,-9.587703,-0.064407,0.445999,-5.790967,0.773985
43.200000,-98.029860,18.565721,-0.163651,-1.914137,-9.681925,-0.148701,0.452653,-5.811521,0.793374
43.300000,-98.222389,17.580013,-0.181184,-1.880304,-9.765327,-0.172396,0.456595,-5.833483,0.812103
43.400000,-98.430129,16.563039,-0.154771,-1.829259,-9.820578,-0.075548,0.459751,-5.856263,0.830714
43.500000,-98.580291,15.560321,-0.122182,-1.581796,-9.842103,-0.048507,0.461827,-5.873662,0.850011
43.600000,-98.742648,14.566200,-0.107968,-1.533848,-10.024272,-0.069137,0.469083,-5.894307,0.868293
43.700000,-98.876035,13.575235,-0.122723,-1.304520,-10.071584,-0.216311,0.472393,-5.910488,0.887395
43.800000,-98.997864,12.580940,-0.115784,-1.339584,-10.000830,-0.210323,0.468583,-5.934554,0.904045
43.900000,-99.138665,11.571710,-0.140697,-1.100366,-10.159546,-0.127814,0.474711,-5.950795,0.922939
44.000000,-99.271959,10.564315,-0.153370,-1.020577,-10.227816,-0.097767,0.475051,-5.971366,0.940265
44.100000,-99.397336,9.544935,-0.139705,-0.876473,-10.190088,-0.125011,0.471325,-5.990293,0.957519
44.200000,-99.495762,8.523213,-0.157770,-0.828665,-10.287640,-0.137610,0.471821,-6.010650,0.973926
44.300000,-99.572633,7.497894,-0.141536,-0.811635,-10.318719,-0.202938,0.470055,-6.030903,0.990561
44.400000,-99.672650,6.455797,-0.137773,-0.636960,-10.450759,-0.048441,0.470604,-6.048636,1.007921
44.500000,-99.740915,5.432526,-0.145352,-0.518099,-10.435789,-0.115819,0.466942,-6.066860,1.024899
44.600000,-99.790640,4.406981,-0.165450,-0.435940,-10.479516,-0.196890,0.464406,-6.085391,1.041503
44.700000,-99.824287,3.356548,-0.147747,-0.193546,-10.512680,-0.140669,0.462034,-6.100022,1.059903
44.800000,-99.853684,2.335109,-0.144496,-0.188975,-10.450785,-0.101377,0.453885,-6.121323,1.074325
44.900000,-99.849006,1.263694,-0.119878,-0.056933,-10.570332,-0.146252,0.452927,-6.138823,1.091516
45.000000,-99.853000,0.214890,-0.124761,-0.125400,-10.583872,-0.134111,0.446575,-6.160150,1.105577
45.100000,-99.855389,-0.843224,-0.118902,-0.025390,-10.568728,-0.153758,0.440155,-6.177238,1.121660
45.200000,-99.866197,-1.888615,-0.129041,0.123981,-10.506065,-0.266771,0.433450,-6.192930,1.138621
45.300000,-99.837740,-2.946466,-0.129145,0.260269,-10.602365,-0.204628,0.429313,-6.209170,1.155446
45.400000,-99.816596,-3.969385,-0.132710,0.363023,-10.540088,-0.144557,0.419783,-6.226457,1.170886
45.500000,-99.735033,-5.009706,-0.108547,0.466899,-10.482860,-0.118628,0.410582,-6.242908,1.186749
45.600000,-99.676301,-6.087202,-0.114509,0.611246,-10.669363,-0.183654,0.409665,-6.257833,1.205288
45.700000,-99.619997,-7.143112,-0.109891,0.685599,-10.640015,-0.069556,0.399371,-6.274896,1.220226
45.800000,-99.563658,-8.183976,-0.128061,0.720166,-10.517356,-0.117041,0.387293,-6.292457,1.234817
45.900000,-99.479445,-9.205953,-0.142769,0.858971,-10.599018,-0.112257,0.381137,-6.306925,1.253196
46.000000,-99.399394,-10.241181,-0.143479,0.929401,-10.477772,-0.196410,0.368764,-6.323748,1.268439
46.100000,-99.302225,-11.242519,-0.151591,1.058635,-10.383420,-0.141872,0.356553,-6.338468,1.284906
46.200000,-99.183247,-12.250815,-0.156351,1.276845,-10.209745,-0.099024,0.342463,-6.352065,1.302797
46.300000,-99.067172,-13.251042,-0.167600,1.388985,-10.186151,-0.091305,0.332172,-6.366325,1.320058
46.400000,-98.905585,-14.214031,-0.178099,1.514561,-10.067744,-0.178086,0.320249,-6.380862,1.337327
46.500000,-98.749264,-15.208672,-0.184514,1.685504,-10.080116,-0.144368,0.310251,-6.393619,1.356665
46.600000,-98.589989,-16.206043,-0.186041,1.615413,-10.071998,-0.023081,0.296753,-6.410990,1.369137
46.700000,-98.404863,-17.168249,-0.174950,1.771603,-10.120120,0.035126,0.286442,-6.424073,1.388983
46.800000,-98.178561,-18.149812,-0.213176,1.925795,-10.098311,-0.217708,0.277988,-6.437276,1.409554
46.900000,-97.987950,-19.147610,-0.224994,1.965290,-10.010057,-0.219703,0.263045,-6.452713,1.425258
47.000000,-97.797808,-20.128435,-0.225952,2.194482,-9.879927,-0.160683,0.247095,-6.464016,1.446337
47.100000,-97.557277,-21.107969,-0.230851,2.330113,-9.878274,-0.157821,0.234678,-6.476143,1.466309
47.200000,-97.340594,-22.036824,-0.240900,2.381540,-9.702673,-0.188222,0.218033,-6.490245,1.482767
47.300000,-97.104450,-22.995030,-0.226275,2.396696,-9.633547,-0.086423,0.201602,-6.504434,1.498729
47.400000,-96.857156,-23.942205,-0.237093,2.542707,-9.439885,-0.159361,0.185023,-6.516318,1.518076
47.500000,-96.587564,-24.843658,-0.247123,2.605789,-9.257306,-0.217026,0.167305,-6.529888,1.535245
47.600000,-96.348312,-25.759473,-0.243488,2.753294,-9.238659,-0.200013,0.152940,-6.541550,1.557119
47.700000,-96.048548,-26.678921,-0.227991,2.770597,-9.167397,-0.159252,0.135104,-6.555023,1.574260
47.800000,-95.743916,-27.560795,-0.216332,2.932058,-9.035544,-0.111256,0.116724,-6.565821,1.596290
47.900000,-95.427477,-28.431530,-0.216963,3.140206,-8.906753,-0.071769,0.098409,-6.576289,1.620060
48.000000,-95.111522,-29.330640,-0.182882,3.132973,-8.896230,-0.070366,0.082491,-6.589615,1.638606
48.100000,-94.785926,-30.171085,-0.188430,3.296235,-8.683935,-0.146872,0.063454,-6.601053,1.661794
48.200000,-94.457510,-30.985682,-0.180696,3.374590,-8.652555,-0.028325,0.045183,-6.613188,1.683894
48.300000,-94.114468,-31.798600,-0.172706,3.481112,-8.528925,-0.113737,0.028163,-6.625429,1.707888
48.400000,-93.723458,-32.598286,-0.151565,3.619610,-8.357328,-0.175501,0.009758,-6.637320,1.732608
48.500000,-93.363166,-33.387320,-0.172182,3.584234,-8.114183,-0.226749,-0.010763,-6.650883,1.750587
48.600000,-92.984488,-34.148280,-0.156664,3.833558,-7.988726,-0.161287,-0.030876,-6.661267,1.780914
48.700000,-92.622840,-34.946298,-0.158881,3.944877,-7.937285,-0.162811,-0.049611,-6.673700,1.808003
48.800000,-92.225929,-35.697104,-0.139692,4.014973,-7.728303,-0.057837,-0.073566,-6.685705,1.832161
48.900000,-91.809357,-36.422308,-0.127008,4.070186,-7.584807,-0.161107,-0.092485,-6.698912,1.857482
49.000000,-91.403120,-37.115893,-0.146674,4.060610,-7.390408,-0.286602,-0.111806,-6.712563,1.881231
49.100000,-90.977632,-37.826945,-0.168053,4.285317,-7.317591,-0.288592,-0.131526,-6.724860,1.915424
49.200000,-90.558394,-38.523411,-0.176702,4.327294,-7.195332,-0.247534,-0.152980,-6.738134,1.943300
49.300000,-90.080608,-39.190566,-0.184831,4.593947,-6.895659,-0.231737,-0.177599,-6.750262,1.979270
49.400000,-89.641636,-39.824441,-0.170675,4.602382,-6.659497,-0.136273,-0.203064,-6.764053,2.005985
49.500000,-89.171965,-40.433839,-0.189721,4.608041,-6.589361,-0.258430,-0.221868,-6.777719,2.035340
49.600000,-88.676030,-41.013801,-0.185622,4.729395,-6.305922,-0.265282,-0.246288,-6.791935,2.068455
49.700000,-88.192009,-41.601455,-0.211892,4.759171,-6.296449,-0.361786,-0.265393,-6.806902,2.100844
49.800000,-87.697659,-42.149610,-0.227714,4.881854,-5.972955,-0.392149,-0.290217,-6.822196,2.136546
49.900000,-87.179492,-42.696026,-0.225897,4.978308,-5.890013,-0.344732,-0.313957,-6.837650,2.173112
50.000000,-86.635546,-43.230033,-0.221531,5.132666,-5.716950,-0.303332,-0.338207,-6.853971,2.212989
50.100000,-86.126026,-43.749550,-0.222759,5.196466,-5.591113,-0.280888,-0.362143,-6.870824,2.249877
50.200000,-85.615528,-44.256818,-0.229404,5.394716,-5.295680,-0.437926,-0.385044,-6.888385,2.294440
